sqft_living,grade,sqft_above,sqft_living15,bathrooms,price
1220,8,1220,1220,2.5,497000.0
1670,7,1070,1660,1.75,349170.0
1300,7,1300,1730,1.5,287000.0
3220,10,3220,4200,2.5,2375000.0
2430,8,1670,2140,2.5,645000.0
2240,7,2240,2180,2.25,238000.0
2240,7,2240,2180,2.25,328000.0
790,8,700,1370,1.5,365000.0
1380,7,1380,1360,1.0,380000.0
1680,7,1680,1830,1.5,525000.0
2000,7,1650,2000,2.25,402000.0
1680,7,860,1590,1.0,308000.0
1960,7,1960,2320,2.5,405000.0
2590,8,2590,2340,1.75,808000.0
3790,9,3790,3370,3.5,875000.0
2370,8,2370,2590,2.5,860000.0
1930,8,1300,1930,2.25,367500.0
2580,8,1290,2020,3.5,604000.0
890,6,890,1270,0.75,230000.0
2160,7,1410,2060,2.75,435000.0
1970,7,1970,1970,2.5,347500.0
1570,7,1030,1560,1.75,525000.0
1480,7,1480,1520,1.5,280000.0
1480,7,1480,1520,1.5,490000.0
1430,6,1430,1030,1.75,265000.0
2720,8,2000,2720,2.25,645000.0
2420,8,1750,2040,2.25,390000.0
1400,7,1120,1530,2.5,267500.0
5844,11,5844,3413,3.5,1275000.0
1840,7,960,1840,1.75,404000.0
2530,8,2530,2480,2.25,380000.0
2810,9,1810,2710,2.75,812500.0
1020,7,1020,1070,1.0,265000.0
2550,8,1390,2450,2.75,480000.0
710,6,710,900,1.0,264000.0
5530,10,5530,3800,3.0,1350000.0
2150,7,1110,2040,1.75,550000.0
880,7,880,1220,1.5,615000.0
1630,8,1630,2260,1.75,464000.0
1380,8,1380,2350,1.0,365000.0
2800,8,1680,2260,2.25,490000.0
2070,8,2070,2080,2.25,280927.0
830,6,830,1340,1.0,282613.0
2770,10,2770,3290,2.25,675000.0
2060,8,1440,2280,2.5,575550.0
1490,7,1490,1540,2.0,259900.0
2120,8,2120,2150,2.25,450000.0
2810,9,2810,2850,2.5,487500.0
2400,7,2400,1610,2.25,275000.0
2460,8,2460,2740,2.5,305000.0
2030,8,2030,2570,1.75,395000.0
880,6,880,1020,1.0,215000.0
1320,7,1320,1620,2.0,410000.0
2160,7,1390,2190,2.5,440000.0
4190,11,4190,3300,3.5,1160000.0
2280,7,2280,1100,2.0,500000.0
2590,8,2590,1390,2.75,961000.0
2770,9,2770,3010,2.25,825000.0
2145,8,2145,1140,1.75,734000.0
4480,7,3680,2190,4.25,490000.0
1780,7,1780,1630,2.5,175000.0
720,6,720,1240,1.0,190000.0
2050,7,2050,1620,2.25,305000.0
2040,8,1680,2300,1.0,1300000.0
920,6,920,1510,1.0,417000.0
680,5,680,1070,1.0,275000.0
1940,8,1940,2070,2.5,661000.0
2230,8,1320,2100,2.75,435000.0
2910,8,1910,2400,2.25,788000.0
5270,10,4010,3550,3.25,1795000.0
2820,7,2320,1560,3.25,408000.0
1790,8,1490,1458,1.0,570000.0
2920,9,2120,2470,3.25,1540000.0
840,7,840,1630,1.0,400000.0
1820,8,1820,2210,1.75,247000.0
1550,7,1100,1560,1.75,453000.0
1270,6,650,1270,1.0,235000.0
2460,7,1620,1760,1.75,675000.0
2110,6,1080,1170,2.0,516200.0
920,6,920,1746,1.0,650000.0
1500,7,1000,1490,1.5,257100.0
1440,8,1440,1510,2.0,457000.0
1610,7,1060,1610,1.75,540000.0
1970,8,1970,1970,1.75,268000.0
1150,7,1150,1350,1.0,300000.0
2110,8,1590,1960,2.5,380000.0
3580,9,3580,3090,2.5,725000.0
1000,7,1000,2450,1.0,249000.0
1680,7,1400,1680,1.0,274000.0
3950,10,3950,3000,3.25,1780000.0
2390,8,1350,1710,1.75,396500.0
1820,7,1240,1400,1.5,460000.0
1100,7,1100,1570,1.0,277000.0
2280,7,1270,1760,4.0,449500.0
2530,7,1540,1640,3.0,785950.0
1940,8,1440,2830,2.5,545000.0
1360,7,1360,1390,2.0,244000.0
1660,7,1660,1740,2.5,165000.0
800,7,800,1410,1.0,435000.0
2670,10,2670,2740,2.5,642000.0
1720,7,1720,1720,2.5,340000.0
3550,9,3550,3350,2.5,730000.0
1370,7,800,2270,1.75,563250.0
2820,8,2820,2820,2.5,675000.0
1620,8,1280,1880,1.5,620000.0
1290,7,950,1290,2.0,275000.0
1830,7,1830,2150,1.0,270000.0
2040,8,2040,2420,2.5,325000.0
1850,7,1600,1770,2.5,476100.0
1300,8,1300,2420,1.0,700000.0
1620,7,1620,1500,2.0,220000.0
1560,7,1560,1730,1.75,236000.0
2600,9,1700,2380,2.5,790000.0
2010,7,1210,2460,1.0,350000.0
780,6,780,780,1.0,130000.0
1982,8,1982,2340,2.5,283200.0
1500,6,890,1210,1.0,273000.0
2460,8,1330,2460,2.25,599000.0
2680,8,1510,2680,2.5,460000.0
5860,10,4910,3320,4.25,1157200.0
1720,7,860,1790,1.75,385000.0
1420,6,1420,1290,1.0,264250.0
1760,8,1640,1760,2.5,608000.0
2790,9,2790,2550,2.5,450000.0
2360,9,2360,2260,2.0,1755000.0
1890,7,1890,1170,2.0,339950.0
3810,8,3810,1830,3.75,760000.0
1160,7,860,1664,1.0,350000.0
2320,8,2320,2400,1.75,541500.0
3280,7,1910,2550,2.75,730000.0
980,6,980,1840,1.0,215000.0
1640,7,1640,1680,2.0,420000.0
2060,8,1440,2180,2.25,655000.0
1500,7,1500,1610,2.5,240000.0
2360,7,1260,1720,2.0,730000.0
1940,7,1940,1380,1.5,390000.0
1280,7,1280,1240,1.0,473000.0
3630,10,3630,1620,3.5,698000.0
1820,9,1820,2720,2.5,511000.0
960,7,960,1290,1.5,358000.0
1630,7,1060,1630,1.75,499990.0
1940,7,1360,1940,2.25,322000.0
980,7,980,1580,1.0,201000.0
3140,9,2570,2530,2.5,765000.0
2880,9,1710,1640,2.75,920000.0
1650,7,860,1410,2.0,360000.0
1980,8,1980,2080,1.75,297300.0
860,6,860,2136,1.0,399000.0
1430,7,1430,1720,1.0,400000.0
1260,6,1260,1190,1.75,230000.0
960,7,960,970,1.0,290000.0
2060,8,2060,2250,2.5,323800.0
1430,9,1430,1220,1.5,574500.0
1670,8,1220,1670,2.25,505000.0
880,7,880,1450,1.0,372500.0
1300,7,1300,1590,1.5,425000.0
2380,9,2380,2400,2.5,446250.0
520,4,520,1170,0.75,330000.0
2680,9,2680,2840,2.5,608095.0
2140,8,1320,1980,2.5,550000.0
1820,7,1820,2120,2.5,265000.0
1820,7,1320,1550,2.25,399888.0
1050,7,850,1080,1.0,430000.0
2100,8,2100,2250,2.5,554990.0
2210,8,2210,2250,2.5,359950.0
860,6,860,1300,1.0,405000.0
870,7,870,1370,1.0,280000.0
2570,8,2570,2210,2.25,479950.0
2980,9,2230,2860,1.75,575000.0
2360,8,2360,2160,2.25,392000.0
2310,9,2310,3930,2.25,760500.0
2300,8,2300,3020,2.5,435000.0
2810,10,2810,2810,2.75,1565000.0
2040,7,1190,1960,1.5,261000.0
3290,9,2730,2340,2.25,1482500.0
2960,9,1950,1970,4.0,853800.0
2670,9,2670,2490,2.5,657500.0
2530,8,2010,2140,2.5,331950.0
1720,8,1220,1900,1.75,514000.0
3090,9,2020,2180,3.5,496000.0
3930,11,3930,3930,2.5,1093000.0
1120,7,1120,1690,1.0,195700.0
3960,9,2630,3850,2.25,1395710.0
4060,10,4060,4170,3.25,1175000.0
2350,9,2350,2320,2.5,643403.0
2380,7,2380,2310,2.5,357000.0
1480,7,1040,2170,1.75,865000.0
2930,10,2930,2730,2.5,905000.0
1290,6,1290,1300,1.5,265000.0
2730,9,2730,3220,2.5,535000.0
1290,6,790,1220,1.0,450000.0
2170,8,2170,2170,2.5,460500.0
1850,7,1140,2210,1.75,315000.0
2110,8,1270,2140,2.5,607500.0
960,7,960,1290,1.0,432000.0
3910,10,2610,2890,4.0,1695000.0
2590,8,2590,2410,2.5,479000.0
3080,9,3080,3080,2.75,475000.0
1630,7,1630,1480,1.0,415000.0
910,6,910,1480,1.0,450000.0
2780,8,2110,3150,2.5,1140000.0
3880,7,3880,2620,3.0,430000.0
1360,7,960,1830,1.75,296000.0
2560,7,1790,1920,2.25,303000.0
2600,8,2600,2910,2.5,641000.0
1220,7,790,1870,2.25,280000.0
1560,7,1260,1570,2.0,260750.0
2080,8,2080,2170,2.5,601000.0
1490,6,1490,1330,1.5,255000.0
2020,8,1420,2190,2.75,555000.0
1530,8,1530,2050,1.5,865000.0
3450,9,2180,3770,2.5,1388000.0
1400,7,1140,1680,2.25,315000.0
1730,7,1380,1310,1.0,200000.0
1370,7,1370,1550,1.0,357000.0
1050,8,960,1470,1.5,390000.0
2840,7,2210,2000,1.75,462000.0
1010,7,1010,1580,1.0,174500.0
1210,6,1210,1150,1.0,305000.0
1720,8,1150,1750,1.75,449000.0
2710,6,2710,850,2.0,260000.0
3110,9,3110,3200,2.5,751000.0
1250,7,1250,1130,1.0,370037.0
1900,7,1900,1610,1.75,229950.0
1740,8,1330,2010,1.75,349000.0
2070,8,2070,1900,2.5,348000.0
3030,9,2220,2040,3.25,1220000.0
3610,10,3610,3568,3.0,510000.0
1520,7,1040,1440,1.5,265000.0
2780,10,2780,2820,2.75,1250000.0
5545,11,3605,3420,4.0,937500.0
2590,8,1590,2590,1.75,485000.0
1150,7,1150,1220,1.0,489000.0
920,7,920,1190,1.0,400000.0
2110,9,2110,2540,2.5,638000.0
1170,7,1170,1870,1.75,440000.0
1900,7,1200,1900,2.0,305000.0
1900,7,1200,1900,2.0,649950.0
3290,9,3290,3210,2.5,680000.0
2660,9,2660,3060,2.5,629000.0
2160,8,2160,2160,2.5,555000.0
2700,8,2700,2810,2.75,669000.0
1980,8,1980,2150,2.5,272000.0
2600,7,1600,1770,2.25,270000.0
1280,6,1280,1230,1.0,215000.0
1710,7,1180,2590,1.5,690000.0
1270,7,1270,1800,1.75,256000.0
1890,7,1100,1520,2.25,255000.0
3440,7,3440,1420,4.0,550000.0
1190,7,1190,1280,1.0,410000.0
1030,7,1030,1890,1.0,410000.0
1240,7,1240,1570,1.75,259000.0
1730,7,1030,1610,1.0,292000.0
4610,11,4610,2340,3.5,1648000.0
1590,7,1190,1590,1.0,518000.0
1760,8,1760,1760,2.5,485000.0
1330,7,1330,1660,2.0,259500.0
2340,8,2340,2420,2.5,354000.0
3740,8,2330,2680,2.25,999950.0
1150,7,1150,1350,1.75,464500.0
1750,7,1750,1890,2.5,300000.0
3890,8,3260,2490,2.75,1080000.0
1770,7,1770,1780,2.5,309950.0
1160,7,1160,1340,1.0,315000.0
1440,7,1440,2010,1.0,499950.0
2600,8,1400,2050,2.0,780000.0
2640,8,1960,3690,3.25,885000.0
1010,7,1010,1770,1.0,500000.0
1840,8,1840,1790,2.0,329000.0
1720,7,1020,1720,1.75,246000.0
1280,7,1280,1510,1.5,405000.0
1700,7,1120,1560,1.75,349000.0
1980,8,1980,2300,2.5,374950.0
1160,7,1160,1870,2.0,306000.0
1980,7,990,1520,1.75,416000.0
1960,8,1960,2450,2.5,560000.0
1270,7,1150,1990,1.5,260000.0
2060,8,1560,2080,2.25,306500.0
1980,7,1480,1520,1.75,299950.0
1450,8,1450,2410,2.5,265500.0
1200,7,1200,1200,1.5,219000.0
1830,8,1230,1840,1.75,365000.0
2090,7,2090,1890,2.0,499000.0
1510,7,1510,1460,1.75,366000.0
1310,8,1310,1330,2.25,514950.0
3790,10,3790,3750,2.75,875000.0
2240,8,2240,2240,2.25,831000.0
2740,9,2060,3030,3.25,689900.0
1660,7,1660,2010,2.5,315000.0
2460,8,2460,2520,0.0,355000.0
1480,7,970,2020,1.0,336500.0
2640,8,1750,1920,2.75,1100000.0
1900,7,1170,2090,2.0,375000.0
2860,9,1700,1460,2.0,289275.0
3440,8,3440,1660,3.5,455000.0
1640,8,1640,2790,1.75,505000.0
1450,7,1450,1340,1.0,450000.0
2300,8,2300,2580,2.5,567500.0
1460,7,1460,1580,1.5,265000.0
1570,8,1570,1640,2.0,340000.0
1540,6,1540,1730,2.0,375000.0
3300,8,2200,1420,3.0,920000.0
2130,9,2130,2380,2.25,850000.0
1010,7,1010,1230,1.0,202000.0
2420,9,2420,3100,3.0,725000.0
3870,10,3150,3590,3.25,900000.0
1960,8,1210,2060,1.5,680200.0
1170,6,1170,1280,1.0,216500.0
1890,7,1890,1510,1.5,325000.0
2250,9,2250,2390,2.5,675000.0
750,4,750,3020,0.75,435000.0
1610,7,1050,1550,1.75,263500.0
2590,8,2590,2670,2.25,550000.0
2520,9,2520,2250,2.5,875000.0
1340,7,1340,1120,1.0,246600.0
1460,8,1460,1490,2.25,337000.0
1380,7,1380,1530,1.75,240000.0
1510,8,1510,2660,1.75,490000.0
2510,7,1260,2460,2.5,510000.0
910,7,910,1480,1.0,305000.0
1970,7,1970,1970,2.5,350000.0
1540,7,1070,2510,1.75,284200.0
1980,7,1980,1610,2.5,357000.0
3150,10,2480,3150,2.75,854000.0
4700,10,4700,2870,2.5,1175000.0
2300,8,1150,2200,2.25,1000000.0
1880,8,1760,1880,2.25,616500.0
2640,7,1840,1690,2.75,750000.0
3900,8,2870,2080,4.5,650000.0
2670,8,1420,2190,2.25,275000.0
1840,7,920,1660,1.75,540000.0
1120,6,1120,1240,1.0,225000.0
2970,10,2970,2740,2.5,845000.0
1410,6,1410,1220,2.25,490000.0
3060,9,3060,2930,2.5,753000.0
2490,7,1290,1610,1.75,475000.0
840,6,840,1560,0.75,124000.0
840,6,840,1560,0.75,224000.0
1130,7,1130,1470,1.0,485000.0
1850,6,1270,1270,1.75,230000.0
2330,7,1800,1480,2.75,372000.0
1880,7,1880,1760,2.5,306000.0
2980,9,2340,1810,3.5,905000.0
1440,7,1040,1320,1.0,440000.0
1630,7,1100,1630,1.75,280000.0
1778,7,1778,2840,2.5,435000.0
1930,8,1930,1770,2.5,425000.0
1130,7,1130,1550,0.75,204950.0
1650,7,1000,2530,1.75,670000.0
820,7,820,1370,1.0,475000.0
2900,7,1450,1600,2.5,352000.0
2330,7,1260,2270,1.75,575000.0
4440,10,3240,4240,3.5,1730000.0
1660,8,1660,2440,2.0,491000.0
3020,9,3020,3100,2.5,750000.0
1850,8,1430,2090,2.5,830000.0
5960,10,3900,3860,3.75,1140000.0
960,6,960,1100,1.0,137124.0
1150,6,1150,840,1.0,225000.0
2130,7,1230,2130,2.5,732600.0
2460,8,2460,2460,2.25,818000.0
2360,9,2360,2720,2.25,431000.0
1320,7,1320,1330,2.25,304000.0
1910,7,1010,1230,2.0,650000.0
1610,8,1610,1750,2.0,450000.0
1610,7,1610,1610,1.0,269000.0
1160,7,1160,2390,1.0,875000.0
2870,8,1480,2930,2.25,890000.0
2280,8,2280,2140,2.5,565000.0
1370,8,1150,1370,2.0,448175.0
1470,7,1470,1060,0.0,235000.0
2970,9,2970,2970,3.0,680000.0
1460,8,1120,1970,1.75,629000.0
1570,8,1330,1610,3.5,494000.0
2880,9,1920,2110,3.0,1100000.0
1900,7,1190,1940,2.5,450000.0
2020,8,1320,1940,1.75,330000.0
3110,10,3110,3110,2.5,960000.0
2390,9,2390,2590,2.5,360000.0
2150,8,2150,2150,2.5,378000.0
1340,7,1090,1550,1.75,499950.0
1990,7,1990,2310,2.5,450000.0
1600,7,800,1520,2.0,523500.0
2680,9,2680,2520,2.5,600000.0
2080,8,2080,2190,2.5,290000.0
1340,7,1340,1670,3.25,176000.0
2590,7,1790,2440,2.0,885000.0
1240,7,1240,1800,1.75,483000.0
1310,7,1310,1650,1.0,240000.0
2530,8,1530,2240,2.25,720000.0
1780,7,1780,1990,2.5,311000.0
1600,7,1600,2440,2.0,332500.0
1570,7,1080,1250,1.75,164950.0
1570,7,1080,1250,1.75,371000.0
1650,7,1650,1650,1.75,264500.0
2920,9,2260,4510,2.25,1738000.0
870,6,870,1750,1.0,503000.0
2830,9,2170,1880,2.5,738000.0
980,7,980,1260,1.0,393000.0
990,7,990,1730,1.0,280000.0
2360,8,1530,2580,2.5,260000.0
1000,7,1000,1940,1.0,505000.0
1660,7,1120,1900,1.5,241000.0
1520,7,1520,2040,1.75,530000.0
1180,8,840,1420,1.0,713000.0
1770,7,1770,1680,1.75,487000.0
980,6,980,980,1.0,128000.0
1840,7,1040,2040,1.0,210500.0
1810,7,1210,1770,2.5,420000.0
1780,8,1780,1690,2.5,679000.0
2840,9,2840,2880,2.75,784950.0
2650,9,2650,2650,2.5,352000.0
1270,7,1080,1360,1.5,386000.0
1260,7,1260,1540,1.75,335000.0
1750,7,1490,2450,2.0,472500.0
2680,8,1340,2220,2.25,599950.0
3830,9,3830,3830,3.25,963990.0
1610,8,1610,2540,2.0,735000.0
3840,10,3840,3230,4.25,858450.0
2670,7,1800,2460,2.75,665000.0
2000,7,2000,2000,2.5,290000.0
860,7,860,980,1.0,250000.0
1420,7,1420,1690,1.75,192500.0
2060,8,2060,1950,2.0,350000.0
2790,8,2790,2590,2.5,518000.0
1410,7,1410,1040,1.0,563000.0
2420,7,2420,2420,3.0,375000.0
1460,8,1460,1430,2.5,400000.0
2460,7,1230,1990,1.75,240000.0
1000,6,1000,1940,1.0,317500.0
4420,10,2740,3720,4.0,1315000.0
1240,6,1240,1990,1.0,234000.0
1740,9,1740,2540,2.5,645000.0
1280,7,1200,1860,1.0,649000.0
2520,8,2520,2580,2.5,605000.0
1500,7,1500,1500,3.5,337900.0
2490,8,2290,1880,2.75,535000.0
1530,7,1130,1540,1.0,325000.0
1740,8,1740,1680,2.25,429950.0
3550,9,3550,3270,2.5,775000.0
1280,7,1280,2460,1.0,650000.0
2320,8,2320,2740,2.25,1200000.0
1140,5,1140,2200,1.0,275000.0
3930,9,3930,2740,3.5,575000.0
2370,7,1640,2170,2.5,540000.0
2340,7,1170,1360,1.75,640000.0
1240,7,1240,1670,1.5,275000.0
2740,9,2740,2760,2.5,672800.0
1940,7,1430,1460,2.25,495000.0
2950,10,2950,3810,2.5,820000.0
1980,7,1980,2080,2.75,475000.0
2850,10,1450,2810,2.0,1275000.0
1160,7,1160,1160,1.0,380000.0
2130,8,2130,2580,2.0,397500.0
2420,7,1620,2210,2.5,352000.0
2820,8,1430,2070,2.5,893880.0
3710,8,2510,1720,3.25,635000.0
1770,7,1770,1650,2.25,420000.0
1260,7,750,1710,2.0,503000.0
2330,7,1220,2560,1.75,689000.0
2490,7,1610,1420,2.75,749500.0
4090,9,3100,2980,3.75,1150000.0
2800,8,2800,2810,2.5,563500.0
2440,8,1890,2380,3.0,480000.0
2540,9,1620,2540,3.0,374950.0
1600,7,1600,1760,2.5,308950.0
2680,7,1340,1240,2.75,445000.0
1220,7,1220,1220,1.5,237200.0
1550,7,1550,1050,1.75,453500.0
2080,7,1040,1620,2.0,616500.0
5000,10,5000,3030,5.0,1250000.0
630,5,630,1390,1.0,396000.0
1070,6,1070,1050,1.0,210000.0
1900,7,1200,1370,1.75,539000.0
2960,8,2960,2740,2.5,605000.0
1490,6,1490,1500,2.0,437500.0
1500,7,1500,1790,1.5,215000.0
2410,7,2410,2410,2.5,440000.0
2000,7,1680,2000,1.0,525000.0
1140,7,840,1200,1.5,319900.0
1120,7,1120,1120,1.0,335000.0
2900,9,2900,2510,2.25,485000.0
3220,8,3220,2570,2.25,359999.0
2500,8,2500,1700,2.75,799000.0
1610,7,1610,1720,2.25,280000.0
2250,8,1500,1970,2.75,1050000.0
1240,6,1240,1030,2.0,290000.0
1660,7,1660,1620,2.25,235000.0
2080,7,1040,1000,1.75,495000.0
1880,8,1880,2180,2.25,290000.0
1050,7,1050,1390,1.5,230000.0
1480,7,1480,1800,1.75,234000.0
2420,7,2420,2280,2.5,597400.0
2190,7,1110,1820,2.5,370000.0
2660,9,2660,2890,2.5,755000.0
2430,7,2430,3040,2.5,342000.0
770,7,770,960,1.0,497000.0
3060,8,3060,1880,1.0,835000.0
2920,9,2920,2920,2.75,730000.0
1370,7,1070,2410,1.0,655000.0
1870,8,1870,1580,2.5,205000.0
1800,7,1800,1950,2.0,632750.0
2100,7,1250,2100,3.0,330000.0
2530,7,2530,2020,2.25,527500.0
3290,9,3290,3100,2.5,716500.0
1890,7,1890,2060,2.5,388500.0
1680,7,1680,1880,1.75,530000.0
2170,8,2170,2610,2.5,419000.0
1200,7,1200,1200,1.75,385000.0
2990,8,2990,3110,2.5,655000.0
3770,9,3070,3000,2.75,1695000.0
1020,7,1020,1930,1.0,279000.0
1700,7,1100,1700,1.5,262000.0
1550,7,1550,1320,1.0,533000.0
1680,8,1680,1880,1.75,640000.0
1680,7,1680,1820,2.25,285000.0
1910,8,1910,1910,2.5,458400.0
3160,7,2190,2200,3.25,620000.0
2020,6,1190,2370,1.5,465000.0
3210,8,3210,2350,3.75,690000.0
2350,7,1390,2350,2.25,462500.0
1910,8,1910,2210,2.5,369950.0
840,5,840,1100,1.0,124500.0
2620,9,2620,2370,2.25,950000.0
1220,7,1220,1350,1.5,418000.0
1060,6,1060,1060,1.0,160000.0
2200,8,1500,2280,2.5,457000.0
2120,6,1130,1220,1.75,530000.0
1250,7,1250,1540,1.0,385000.0
1440,7,1440,1440,1.75,491000.0
1890,8,1890,1920,2.25,521000.0
1140,7,1140,1140,1.0,255000.0
2840,7,1710,2210,3.0,292050.0
1880,7,1880,1540,3.0,326000.0
750,6,750,930,1.0,300000.0
1630,7,1330,1940,1.75,291600.0
1720,7,1720,1560,1.5,435000.0
1600,8,1600,1390,2.5,465000.0
1230,7,1230,1260,2.25,200000.0
1610,7,1090,1650,1.5,238000.0
1320,7,1320,1550,2.5,455000.0
2180,7,2180,2260,3.0,230000.0
2190,8,1410,1990,2.25,808000.0
1490,7,1490,2290,1.0,578500.0
1463,7,1463,1484,2.0,390000.0
1800,8,1800,1800,2.5,517500.0
2880,9,2100,2110,2.75,755000.0
1250,7,980,1250,1.75,579500.0
1670,9,1350,1520,2.75,649950.0
2000,7,1100,1880,1.75,228000.0
2280,7,1470,1850,1.75,665000.0
2110,9,2110,2180,2.5,689000.0
2520,8,1440,2360,2.5,560000.0
1590,7,1590,1780,1.0,529000.0
2100,8,2100,1980,2.5,375000.0
2090,6,2090,1460,2.75,325000.0
3390,10,3390,2830,2.5,583000.0
790,6,790,2350,1.0,330000.0
1970,7,1970,1670,2.5,262000.0
2870,8,2870,2770,2.5,555000.0
1110,7,1010,1410,1.0,585000.0
1940,8,1770,1410,2.75,425590.0
720,6,720,1510,1.0,235000.0
710,6,710,960,1.0,362362.0
1370,7,1370,1420,2.0,252000.0
2690,9,2690,2890,2.5,439000.0
3360,9,3360,2590,2.25,465000.0
1500,7,1500,1500,2.0,249900.0
2600,8,1300,2260,2.5,665000.0
1160,7,1160,1990,1.75,370000.0
1430,7,1300,1750,1.0,620000.0
1870,8,1720,1460,1.0,375000.0
2560,8,1280,1830,2.0,552625.0
1160,7,1160,1520,1.0,315500.0
1680,8,1680,2390,1.75,620000.0
2010,8,1310,1850,2.5,510000.0
2540,9,2540,2560,2.5,652500.0
3240,8,3240,2570,2.5,574000.0
2670,9,2670,3010,2.5,430000.0
1080,7,1080,1120,2.0,390000.0
1430,7,950,1430,1.0,466500.0
1290,7,1290,1360,2.25,315000.0
1240,7,1240,1240,1.5,220000.0
1840,7,1440,1840,1.75,325000.0
1120,7,1120,1450,1.0,365000.0
2100,9,2100,2400,3.5,356000.0
2030,8,1610,1650,1.75,380000.0
2030,8,2030,1950,2.25,579000.0
890,7,890,1680,1.0,682000.0
1750,7,1470,1820,1.75,499000.0
1300,7,1300,1300,1.0,333760.0
2650,11,2650,3270,2.5,745000.0
1750,7,1750,1230,1.75,380000.0
1440,8,1440,1440,3.0,435000.0
1700,7,1060,1880,2.75,520000.0
3920,10,3920,3780,2.5,965000.0
1470,7,1350,1540,2.25,270000.0
2520,8,2120,2100,2.75,1100000.0
2140,8,1220,2250,1.75,577500.0
1550,7,1250,1110,1.75,650000.0
3180,11,3180,3130,2.5,1227500.0
6510,11,3250,4480,4.25,1900000.0
1440,7,1440,1490,2.0,475000.0
1150,7,1150,1180,1.0,200000.0
2320,8,2320,2320,2.5,397000.0
1230,7,1230,2110,2.0,383610.0
2060,7,2060,1610,2.5,275000.0
2783,8,2783,1730,2.0,840000.0
2140,8,2140,2120,2.5,365000.0
1420,8,1160,1420,2.75,362000.0
2090,7,1390,1790,1.75,350000.0
1320,7,1320,1320,1.75,200000.0
2300,8,1360,1910,2.5,299000.0
3050,8,1650,2930,1.5,555000.0
2960,10,2260,2960,2.25,1326000.0
2520,8,1570,2760,2.75,896000.0
1740,8,1280,1820,1.75,550000.0
1300,7,1300,1820,1.0,324500.0
1170,7,1170,1170,1.0,312500.0
1946,7,1946,1460,3.25,485000.0
1250,7,1250,1250,1.0,511000.0
1230,7,1230,1660,1.5,139500.0
2180,8,2180,2350,2.5,464000.0
1740,7,1140,1690,1.75,255000.0
3830,8,2900,3400,2.5,679975.0
2250,8,1500,2820,2.0,624800.0
2590,9,2590,3410,2.75,920000.0
2090,9,2090,2730,2.5,1365000.0
2400,8,1540,2380,1.5,510000.0
2260,7,2260,1720,2.25,289659.0
2910,8,2910,2550,2.5,585000.0
3640,8,3640,3740,3.0,555000.0
3770,8,2550,2640,2.75,940000.0
1600,7,1600,1600,2.0,460000.0
2110,7,2110,2100,2.5,319000.0
1720,7,1720,1760,2.5,280000.0
1100,5,1100,1280,1.0,250000.0
2620,9,2620,2260,2.5,749950.0
3090,8,2990,2560,2.5,458000.0
1890,8,1890,2460,2.5,465000.0
1850,8,1150,1450,1.75,580000.0
3100,10,3100,3080,2.5,700000.0
2506,8,2506,2441,2.5,350000.0
1700,7,1080,1700,1.0,456000.0
1550,7,1550,1840,2.0,290000.0
2200,7,1290,2650,2.75,475000.0
1890,7,1890,1980,2.5,285000.0
1140,7,1140,1340,1.0,309000.0
3740,9,3740,3180,2.0,860000.0
1940,8,1440,1880,2.25,219000.0
2130,8,2130,1890,2.5,546500.0
1470,7,770,1410,1.0,338000.0
1070,7,1070,1360,1.0,505000.0
1680,7,840,1800,1.75,340000.0
2730,9,2730,2770,2.25,678000.0
1890,8,1890,2630,1.75,800000.0
1080,6,1080,1210,1.0,112000.0
1440,6,1440,1560,1.75,252000.0
2540,7,1600,1820,2.75,335000.0
2300,8,1430,2140,2.0,610000.0
1690,7,1360,1740,2.0,245000.0
1800,8,1390,2210,1.75,493500.0
1770,8,1770,1880,2.25,596500.0
1190,6,1190,1680,2.0,245000.0
1320,7,1320,1750,1.75,333500.0
1290,7,1290,1540,1.0,373000.0
3000,8,3000,3000,2.5,759900.0
1358,7,1358,1358,2.25,317000.0
1220,7,1220,1320,1.5,670000.0
2720,7,2720,1870,2.5,985000.0
1060,6,1060,1560,1.5,310000.0
3020,9,2540,3020,2.5,750000.0
1640,7,1640,1070,2.0,408000.0
3870,10,3870,3600,3.75,900000.0
2860,8,1460,1730,2.25,460000.0
1740,7,1740,1190,2.5,339000.0
1140,7,1140,1260,2.0,660000.0
3290,9,3290,2810,3.0,449950.0
1210,7,1210,1210,1.0,235000.0
3320,9,1900,2820,2.25,769000.0
1350,8,1350,1440,2.0,428000.0
1990,8,1990,2180,2.25,445000.0
2060,7,1220,1760,2.5,462000.0
1460,7,1460,2280,1.0,775000.0
2250,8,2250,2050,1.75,605000.0
950,7,950,950,1.0,193500.0
3140,9,3140,3000,2.5,389950.0
3560,10,3560,3660,3.5,790000.0
1410,7,940,1450,1.0,442000.0
2770,8,2770,2300,2.25,890000.0
1864,7,1864,990,1.0,235000.0
1930,8,1130,1850,1.75,495000.0
3870,10,3870,2170,2.5,600000.0
2020,10,1790,2580,2.0,1400000.0
1300,7,1300,1300,2.0,251000.0
3410,8,2410,2870,2.25,471000.0
2370,8,2370,2340,2.5,597000.0
2770,9,2770,2520,3.5,804000.0
1250,7,1250,2180,1.75,357000.0
1690,8,1150,1540,2.5,419990.0
3040,10,3040,2990,2.5,725000.0
2710,7,2710,2720,2.5,275000.0
